date,home,score1,vis,score2,location,score_diff,home_conference,vis_conference
2022-01-22,Delaware,80,Elon,77,Delaware,3,Colonial Athletic Association,Colonial Athletic Association
2022-01-22,Jacksonville St.,79,Florida Gulf Coast,71,Jacksonville St.,8,Atlantic Sun,Atlantic Sun
2022-01-22,Miami FL,60,Florida St.,61,Miami FL,-1,Atlantic Coast,Atlantic Coast
2022-01-22,Wofford,50,Furman,75,Wofford,-25,Southern,Southern
2022-01-22,Winthrop,64,Gardner Webb,62,Winthrop,2,Big South,Big South
2022-01-22,Rhode Island,61,George Washington,63,Rhode Island,-2,Atlantic 10,Atlantic 10
2022-01-22,South Carolina,83,Georgia,66,South Carolina,17,Southeastern,Southeastern
2022-01-22,Sam Houston St.,58,Grand Canyon,56,Sam Houston St.,2,Western Athletic,Western Athletic
2022-01-22,Vermont,82,Hartford,72,Vermont,10,America East,America East
2022-01-22,Cornell,76,Harvard,61,Cornell,15,Ivy League,Ivy League
2022-01-22,Cal Poly,56,Hawaii,69,Cal Poly,-13,Big West,Big West
2022-01-22,Hampton,68,High Point,64,Hampton,4,Big South,Big South
2022-01-22,Northeastern,50,Hofstra,72,Northeastern,-22,Colonial Athletic Association,Colonial Athletic Association
2022-01-22,Texas A&M Corpus Chris,71,Houston Baptist,77,Texas A&M Corpus Chris,-6,Southland,Southland
2022-01-22,Morgan St.,82,Howard,91,Morgan St.,-9,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-22,Southern Utah,86,Idaho St.,74,Southern Utah,12,Big Sky,Big Sky
2022-01-22,Bethune Cookman,55,Jackson St.,50,Bethune Cookman,5,Southwest Athletic,Southwest Athletic
2022-01-22,Bellarmine,76,Jacksonville,73,Bellarmine,3,Atlantic Sun,Atlantic Sun
2022-01-22,Kansas St.,75,Kansas,78,Kansas St.,-3,Big 12,Big 12
2022-01-22,Lipscomb,77,Kennesaw St.,73,Lipscomb,4,Atlantic Sun,Atlantic Sun
2022-01-22,Auburn,80,Kentucky,71,Auburn,9,Southeastern,Southeastern
2022-01-22,Utah Valley,58,Lamar,41,Utah Valley,17,Western Athletic,Western Athletic
2022-01-22,Boston University,80,Lehigh,74,Boston University,6,Patriot League,Patriot League
2022-01-22,Presbyterian,70,Longwood,71,Presbyterian,-1,Big South,Big South
2022-01-22,Tennessee,64,LSU,50,Tennessee,14,Southeastern,Southeastern
2022-01-22,Florida Atlantic,71,Marshall,60,Florida Atlantic,11,Conference USA,Conference USA
2022-01-22,Incarnate Word,72,McNeese St.,82,Incarnate Word,-10,Southland,Southland
2022-01-22,Mississippi St.,78,Mississippi,60,Mississippi St.,18,Southeastern,Southeastern
2022-01-22,Grambling St.,68,Mississippi Valley St.,64,Grambling St.,4,Southwest Athletic,Southwest Athletic
2022-01-22,Alabama,86,Missouri,76,Alabama,10,Southeastern,Southeastern
2022-01-22,Loyola Chicago,69,Missouri St.,79,Loyola Chicago,-10,Missouri Valley,Missouri Valley
2022-01-22,Northern Arizona,48,Montana,58,Northern Arizona,-10,Big Sky,Big Sky
2022-01-22,Portland St.,60,Montana St.,73,Portland St.,-13,Big Sky,Big Sky
2022-01-22,Denver,94,Nebraska Omaha,63,Denver,31,Summit League,Summit League
2022-01-22,Wyoming,93,New Mexico,91,Wyoming,2,Mountain West,Mountain West
2022-01-22,Stephen F. Austin,58,New Mexico St.,72,Stephen F. Austin,-14,Western Athletic,Western Athletic
2022-01-22,Wake Forest,98,North Carolina,76,Wake Forest,22,Atlantic Coast,Atlantic Coast
2022-01-22,Delaware St.,49,North Carolina Central,73,Delaware St.,-24,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-22,UMKC,79,North Dakota,74,UMKC,5,Western Athletic,Summit League
2022-01-22,Oral Roberts,71,North Dakota St.,72,Oral Roberts,-1,Summit League,Summit League
2022-01-22,Eastern Kentucky,67,North Florida,58,Eastern Kentucky,9,Atlantic Sun,Atlantic Sun
2022-01-22,Eastern Washington,83,Northern Colorado,87,Eastern Washington,-4,Big Sky,Big Sky
2022-01-22,Miami OH,85,Northern Illinois,82,Miami OH,3,Mid-American,Mid-American
2022-01-22,IUPUI,41,Northern Kentucky,60,IUPUI,-19,Horizon League,Horizon League
2022-01-22,New Orleans,85,Northwestern St.,77,New Orleans,8,Southland,Southland
2022-01-22,Louisville,70,Notre Dame,82,Louisville,-12,Atlantic Coast,Atlantic Coast
2022-01-22,Green Bay,61,Oakland,68,Green Bay,-7,Horizon League,Horizon League
2022-01-22,Texas,56,Oklahoma St.,51,Texas,5,Big 12,Big 12
2022-01-22,North Texas,69,Old Dominion,56,North Texas,13,Conference USA,Conference USA
2022-01-22,Iowa,68,Penn St.,51,Iowa,17,Big Ten,Big Ten
2022-01-22,Clemson,75,Pittsburgh,48,Clemson,27,Atlantic Coast,Atlantic Coast
2022-01-22,BYU,78,Portland,65,BYU,13,West Coast,West Coast
2022-01-22,Dartmouth,80,Princeton,84,Dartmouth,-4,Ivy League,Ivy League
2022-01-22,La Salle,56,Richmond,64,La Salle,-8,Atlantic 10,Atlantic 10
2022-01-22,Minnesota,68,Rutgers,65,Minnesota,3,Big Ten,Big Ten
2022-01-22,Idaho,73,Sacramento St.,72,Idaho,1,Big Sky,Big Sky
2022-01-22,VCU,70,Saint Joseph's,54,VCU,16,Atlantic 10,Atlantic 10
2022-01-22,Loyola Marymount,51,Saint Mary's,83,Loyola Marymount,-32,West Coast,West Coast
2022-01-22,UNC Greensboro,61,Samford,58,UNC Greensboro,3,Southern,Southern
2022-01-22,Pacific,65,San Diego,73,Pacific,-8,West Coast,West Coast
2022-01-22,Pepperdine,45,San Francisco,71,Pepperdine,-26,West Coast,West Coast
2022-01-22,UNLV,70,San Jose St.,62,UNLV,8,Mountain West,Mountain West
2022-01-22,Tarleton St.,68,Seattle,76,Tarleton St.,-8,Western Athletic,Western Athletic
2022-01-22,St. John's,60,Seton Hall,66,St. John's,-6,Big East,Big East
2022-01-22,Morehead St.,77,SIU Edwardsville,74,Morehead St.,3,Ohio Valley,Ohio Valley
2022-01-22,Louisiana Monroe,56,South Alabama,68,Louisiana Monroe,-12,Sun Belt,Sun Belt
2022-01-22,Maryland Eastern Shore,60,South Carolina St.,69,Maryland Eastern Shore,-9,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-22,St. Thomas,79,South Dakota,90,St. Thomas,-11,Summit League,Summit League
2022-01-22,Western Illinois,75,South Dakota St.,93,Western Illinois,-18,Summit League,Summit League
2022-01-22,Eastern Illinois,58,Southeast Missouri St.,87,Eastern Illinois,-29,Ohio Valley,Ohio Valley
2022-01-22,Nicholls St.,93,Southeastern Louisiana,101,Nicholls St.,-8,Southland,Southland
2022-01-22,Bradley,70,Southern Illinois,62,Bradley,8,Missouri Valley,Missouri Valley
2022-01-22,Middle Tennessee,74,Southern Miss,60,Middle Tennessee,14,Conference USA,Conference USA
2022-01-22,North Alabama,65,Stetson,67,North Alabama,-2,Atlantic Sun,Atlantic Sun
2022-01-22,Albany,75,Stony Brook,86,Albany,-11,America East,America East
2022-01-22,Duke,79,Syracuse,59,Duke,20,Atlantic Coast,Atlantic Coast
2022-01-22,Iowa St.,44,TCU,59,Iowa St.,-15,Big 12,Big 12
2022-01-22,Murray St.,74,Tennessee Martin,66,Murray St.,8,Ohio Valley,Ohio Valley
2022-01-22,Arkansas,76,Texas A&M,73,Arkansas,3,Southeastern,Southeastern
2022-01-22,Arkansas St.,67,Texas St.,60,Arkansas St.,7,Sun Belt,Sun Belt
2022-01-22,East Tennessee St.,73,The Citadel,75,East Tennessee St.,-2,Southern,Southern
2022-01-22,Louisiana,69,Troy,59,Louisiana,10,Sun Belt,Sun Belt
2022-01-22,UCF,68,Tulane,66,UCF,2,American Athletic,American Athletic
2022-01-22,Louisiana Tech,76,UAB,83,Louisiana Tech,-7,Conference USA,Conference USA
2022-01-22,Long Beach St.,73,UC Irvine,67,Long Beach St.,6,Big West,Big West
2022-01-22,Cal St. Northridge,67,UC Riverside,77,Cal St. Northridge,-10,Big West,Big West
2022-01-22,Cal St. Fullerton,83,UC San Diego,80,Cal St. Fullerton,3,Big West,Big West
2022-01-22,Colorado,65,UCLA,71,Colorado,-6,Pacific-12,Pacific-12
2022-01-22,New Hampshire,67,UMass Lowell,61,New Hampshire,6,America East,America East
2022-01-22,Maine,46,UMBC,88,Maine,-42,America East,America East
2022-01-22,Radford,74,UNC Asheville,78,Radford,-4,Big South,Big South
2022-01-22,Towson,77,UNC Wilmington,81,Towson,-4,Colonial Athletic Association,Colonial Athletic Association
2022-01-22,Utah,67,USC,79,Utah,-12,Pacific-12,Pacific-12
2022-01-22,Little Rock,98,UT Arlington,96,Little Rock,2,Sun Belt,Sun Belt
2022-01-22,Dixie St.,85,UT Rio Grande Valley,74,Dixie St.,11,Western Athletic,Western Athletic
2022-01-22,Indiana St.,73,Valparaiso,75,Indiana St.,-2,Missouri Valley,Missouri Valley
2022-01-22,Florida,61,Vanderbilt,42,Florida,19,Southeastern,Southeastern
2022-01-22,Georgetown,74,Villanova,85,Georgetown,-11,Big East,Big East
2022-01-22,N.C. State,77,Virginia,63,N.C. State,14,Big Sky,Atlantic Coast
2022-01-22,Boston College,68,Virginia Tech,63,Boston College,5,Atlantic Coast,Atlantic Coast
2022-01-22,Texas Tech,78,West Virginia,65,Texas Tech,13,Big 12,Big 12
2022-01-22,Mercer,72,Western Carolina,64,Mercer,8,Southern,Southern
2022-01-22,FIU,86,Western Kentucky,83,FIU,3,NCAA,Conference USA
2022-01-22,Drexel,75,William & Mary,83,Drexel,-8,Colonial Athletic Association,Colonial Athletic Association
2022-01-22,Illinois Chicago,81,Wright St.,97,Illinois Chicago,-16,Horizon League,Horizon League
2022-01-22,Penn,76,Yale,68,Penn,8,Ivy League,Ivy League
2022-01-23,California,71,Arizona,96,California,-25,Pacific-12,Pacific-12
2022-01-23,Providence,69,Butler,62,Providence,7,Big East,Big East
2022-01-23,Mount St. Mary's,65,Central Connecticut,50,Mount St. Mary's,15,Northeast,Northeast
2022-01-23,Georgia Tech,103,Clayton St.,53,Georgia Tech,50,Atlantic Coast,NA
2022-01-23,Marist,66,Fairfield,69,Marist,-3,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-23,Evansville,56,Illinois St.,53,Evansville,3,Missouri Valley,Missouri Valley
2022-01-23,Quinnipiac,61,Iona,76,Quinnipiac,-15,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-23,Fairleigh Dickinson,75,LIU,79,Fairleigh Dickinson,-4,Northeast,Northeast
2022-01-23,Monmouth,78,Manhattan,62,Monmouth,16,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-23,Saint Louis,90,Massachusetts,59,Saint Louis,31,Atlantic 10,Atlantic 10
2022-01-23,Tulsa,81,Memphis,83,Tulsa,-2,American Athletic,American Athletic
2022-01-23,Indiana,62,Michigan,80,Indiana,-18,Big Ten,Big Ten
2022-01-23,Purdue,80,Northwestern,60,Purdue,20,Big Ten,Big Ten
2022-01-23,Niagara,67,Rider,70,Niagara,-3,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-23,Cleveland St.,75,Robert Morris,68,Cleveland St.,7,Horizon League,Horizon League
2022-01-23,St. Francis PA,85,Sacred Heart,74,St. Francis PA,11,Northeast,Northeast
2022-01-23,Canisius,63,Saint Peter's,60,Canisius,3,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-23,Bryant,85,St. Francis NY,68,Bryant,17,Northeast,Northeast
2022-01-23,UTSA,54,UTEP,59,UTSA,-5,Conference USA,Conference USA
2022-01-23,Merrimack,57,Wagner,71,Merrimack,-14,Northeast,Northeast
2022-01-23,Oregon,84,Washington,56,Oregon,28,Pacific-12,Pacific-12
2022-01-23,Marquette,75,Xavier,64,Marquette,11,Big East,Big East
2022-01-23,Purdue Fort Wayne,82,Youngstown St.,71,Purdue Fort Wayne,11,Horizon League,Horizon League
2022-01-24,Prairie View A&M,72,Alabama A&M,48,Prairie View A&M,24,Southwest Athletic,Southwest Athletic
2022-01-24,Texas Southern,73,Alabama St.,66,Texas Southern,7,Southwest Athletic,Southwest Athletic
2022-01-24,Bethune Cookman,67,Alcorn St.,70,Bethune Cookman,-3,Southwest Athletic,Southwest Athletic
2022-01-24,USC,78,Arizona St.,56,USC,22,Pacific-12,Pacific-12
2022-01-24,Grambling St.,76,Arkansas Pine Bluff,65,Grambling St.,11,Southwest Athletic,Southwest Athletic
2022-01-24,Jacksonville St.,65,Bellarmine,60,Jacksonville St.,5,Atlantic Sun,Atlantic Sun
2022-01-24,Eastern Illinois,56,Belmont,90,Eastern Illinois,-34,Ohio Valley,Ohio Valley
2022-01-24,Wake Forest,87,Boston College,57,Wake Forest,30,Atlantic Coast,Atlantic Coast
2022-01-24,Idaho St.,63,Eastern Washington,89,Idaho St.,-26,Big Sky,Big Sky
2022-01-24,Mississippi,70,Florida,54,Mississippi,16,Southeastern,Southeastern
2022-01-24,Binghamton,74,Hartford,64,Binghamton,10,America East,America East
2022-01-24,Coppin St.,83,Howard,81,Coppin St.,2,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-24,Portland St.,79,Idaho,84,Portland St.,-5,Big Sky,Big Sky
2022-01-24,Florida A&M,67,Jackson St.,64,Florida A&M,3,Southwest Athletic,Southwest Athletic
2022-01-24,Kennesaw St.,76,Jacksonville,68,Kennesaw St.,8,Atlantic Sun,Atlantic Sun
2022-01-24,American,56,Lafayette,69,American,-13,Patriot League,Patriot League
2022-01-24,Hampton,48,Longwood,73,Hampton,-25,Big South,Big South
2022-01-24,Virginia,64,Louisville,52,Virginia,12,Atlantic Coast,Atlantic Coast
2022-01-24,Colgate,65,Loyola MD,52,Colgate,13,Patriot League,Patriot League
2022-01-24,Oakland,104,Michigan Dearborn,61,Oakland,43,Horizon League,NA
2022-01-24,Southern,100,Mississippi Valley St.,72,Southern,28,Southwest Athletic,Southwest Athletic
2022-01-24,Norfolk St.,82,Morgan St.,62,Norfolk St.,20,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-24,Maine,71,New Hampshire,64,Maine,7,America East,America East
2022-01-24,Maryland Eastern Shore,63,North Carolina Central,75,Maryland Eastern Shore,-12,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-24,Northern Arizona,70,Sacramento St.,65,Northern Arizona,5,Big Sky,Big Sky
2022-01-24,George Mason,77,Saint Joseph's,71,George Mason,6,Atlantic 10,Atlantic 10
2022-01-24,Santa Clara,78,San Diego,74,Santa Clara,4,West Coast,West Coast
2022-01-24,Tennessee Martin,76,SIU Edwardsville,70,Tennessee Martin,6,Ohio Valley,Ohio Valley
2022-01-24,Delaware St.,62,South Carolina St.,64,Delaware St.,-2,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-01-24,Western Illinois,72,South Dakota,75,Western Illinois,-3,Summit League,Summit League
2022-01-24,UMKC,111,Spurgeon,44,UMKC,67,Western Athletic,NA
2022-01-24,Seton Hall,63,St. John's,84,Seton Hall,-21,Big East,Big East
2022-01-24,Morehead St.,67,Tennessee St.,54,Morehead St.,13,Ohio Valley,Ohio Valley
2022-01-24,Murray St.,79,Tennessee Tech,53,Murray St.,26,Ohio Valley,Ohio Valley
2022-01-24,Kansas,94,Texas Tech,91,Kansas,3,Big 12,Big 12
2022-01-24,Delaware,62,Towson,69,Delaware,-7,Colonial Athletic Association,Colonial Athletic Association
2022-01-24,Northeastern,68,UNC Wilmington,74,Northeastern,-6,Colonial Athletic Association,Colonial Athletic Association
2022-01-24,San Diego St.,80,UNLV,55,San Diego St.,25,Mountain West,Mountain West
2022-01-24,North Carolina,78,Virginia Tech,68,North Carolina,10,Atlantic Coast,Atlantic Coast
2022-01-24,Southern Utah,84,Weber St.,92,Southern Utah,-8,Big Sky,Big Sky
2022-01-24,High Point,65,Winthrop,56,High Point,9,Big South,Big South
2022-01-25,San Jose St.,53,Air Force,63,San Jose St.,-10,Mountain West,Mountain West
2022-01-25,Central Michigan,56,Akron,60,Central Michigan,-4,Mid-American,Mid-American
2022-01-25,Georgia,82,Alabama,76,Georgia,6,Southeastern,Southeastern
2022-01-25,UCLA,75,Arizona,59,UCLA,16,Pacific-12,Pacific-12
2022-01-25,Missouri,54,Auburn,55,Missouri,-1,Southeastern,Southeastern
2022-01-25,Toledo,86,Buffalo,75,Toledo,11,Mid-American,Mid-American
2022-01-25,Temple,61,Cincinnati,58,Temple,3,American Athletic,American Athletic
2022-01-25,Duke,71,Clemson,69,Duke,2,Atlantic Coast,Atlantic Coast
2022-01-25,Oregon,78,Colorado,82,Oregon,-4,Pacific-12,Pacific-12
2022-01-25,Yale,83,Columbia,72,Yale,11,Ivy League,Ivy League
2022-01-25,Villanova,67,DePaul,43,Villanova,24,Big East,Big East
2022-01-25,Bowling Green,85,Eastern Michigan,71,Bowling Green,14,Mid-American,Mid-American
2022-01-25,Dayton,68,Fordham,61,Dayton,7,Atlantic 10,Atlantic 10
2022-01-25,New Mexico,60,Fresno St.,65,New Mexico,-5,Mountain West,Mountain West
2022-01-25,Connecticut,96,Georgetown,73,Connecticut,23,Big East,Big East
2022-01-25,Baylor,74,Kansas St.,49,Baylor,25,Big 12,Big 12
2022-01-25,Rutgers,60,Maryland,68,Rutgers,-8,Big Ten,Big Ten
2022-01-25,Ball St.,81,Miami OH,64,Ball St.,17,Mid-American,Mid-American
2022-01-25,Illinois,56,Michigan St.,55,Illinois,1,Big Ten,Big Ten
2022-01-25,Kentucky,82,Mississippi St.,74,Kentucky,8,Southeastern,Southeastern
2022-01-25,Indiana St.,76,Missouri St.,72,Indiana St.,4,Missouri Valley,Missouri Valley
2022-01-25,Colorado St.,77,Nevada,66,Colorado St.,11,Mountain West,Mountain West
2022-01-25,Ohio,74,Northern Illinois,62,Ohio,12,Mid-American,Mid-American
2022-01-25,Rhode Island,63,Richmond,70,Rhode Island,-7,Atlantic 10,Atlantic 10
2022-01-25,Iona,74,Siena,57,Iona,17,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-25,Loyola Chicago,59,Southern Illinois,47,Loyola Chicago,12,Missouri Valley,Missouri Valley
2022-01-25,North Dakota St.,77,St. Thomas,56,North Dakota St.,21,Summit League,Summit League
2022-01-25,Pittsburgh,64,Syracuse,53,Pittsburgh,11,Atlantic Coast,Atlantic Coast
2022-01-25,TCU,50,Texas,73,TCU,-23,Big 12,Big 12
2022-01-25,Cal St. Northridge,45,UC Santa Barbara,72,Cal St. Northridge,-27,Big West,Big West
2022-01-25,Kent St.,75,Western Michigan,64,Kent St.,11,Mid-American,Mid-American
2022-01-25,Charleston,74,William & Mary,73,Charleston,1,Colonial Athletic Association,Colonial Athletic Association
2022-01-25,Northern Kentucky,73,Wright St.,63,Northern Kentucky,10,Horizon League,Horizon League
2022-01-25,Boise St.,65,Wyoming,62,Boise St.,3,Mountain West,Mountain West
2022-01-26,UT Rio Grande Valley,85,Abilene Christian,87,UT Rio Grande Valley,-2,Western Athletic,Western Athletic
2022-01-26,UMass Lowell,62,Albany,64,UMass Lowell,-2,America East,America East
2022-01-26,Mississippi,55,Arkansas,64,Mississippi,-9,Southeastern,Southeastern
2022-01-26,Lehigh,84,Army,71,Lehigh,13,Patriot League,Patriot League
2022-01-26,Hartford,72,Binghamton,60,Hartford,12,America East,America East
2022-01-26,North Carolina,58,Boston College,47,North Carolina,11,Atlantic Coast,Atlantic Coast
2022-01-26,Lafayette,62,Boston University,81,Lafayette,-19,Patriot League,Patriot League
2022-01-26,Valparaiso,56,Bradley,71,Valparaiso,-15,Missouri Valley,Missouri Valley
2022-01-26,Butler,72,Creighton,55,Butler,17,Big East,Big East
2022-01-26,Illinois St.,88,Drake,89,Illinois St.,-1,Missouri Valley,Missouri Valley
2022-01-26,Saint Joseph's,72,Duquesne,61,Saint Joseph's,11,Atlantic 10,Atlantic 10
2022-01-26,Tennessee,78,Florida,71,Tennessee,7,Southeastern,Southeastern
2022-01-26,Georgia Tech,75,Florida St.,61,Georgia Tech,14,Atlantic Coast,Atlantic Coast
2022-01-26,Saint Louis,80,George Washington,67,Saint Louis,13,Atlantic 10,Atlantic 10
2022-01-26,Campbell,75,Hampton,60,Campbell,15,Big South,Big South
2022-01-26,American,67,Holy Cross,49,American,18,Patriot League,Patriot League
2022-01-26,Oklahoma St.,81,Iowa St.,84,Oklahoma St.,-3,Big 12,Big 12
2022-01-26,New Hampshire,73,Maine,61,New Hampshire,12,America East,America East
2022-01-26,Seton Hall,63,Marquette,73,Seton Hall,-10,Big East,Big East
2022-01-26,La Salle,71,Massachusetts,77,La Salle,-6,Atlantic 10,Atlantic 10
2022-01-26,Samford,75,Mercer,61,Samford,14,Southern,Southern
2022-01-26,Virginia Tech,75,Miami FL,78,Virginia Tech,-3,Atlantic Coast,Atlantic Coast
2022-01-26,Notre Dame,73,N.C. State,65,Notre Dame,8,Atlantic Coast,Big Sky
2022-01-26,Bucknell,63,Navy,81,Bucknell,-18,Patriot League,Patriot League
2022-01-26,UMBC,73,NJIT,69,UMBC,4,America East,America East
2022-01-26,Longwood,79,North Carolina A&T,71,Longwood,8,Big South,Big South
2022-01-26,Evansville,59,Northern Iowa,64,Evansville,-5,Missouri Valley,Missouri Valley
2022-01-26,Michigan,72,Northwestern,70,Michigan,2,Big Ten,Big Ten
2022-01-26,West Virginia,62,Oklahoma,72,West Virginia,-10,Big 12,Big 12
2022-01-26,Charlotte,71,Old Dominion,67,Charlotte,4,Conference USA,Conference USA
2022-01-26,Indiana,74,Penn St.,57,Indiana,17,Big Ten,Big Ten
2022-01-26,Charleston Southern,61,Presbyterian,62,Charleston Southern,-1,Big South,Big South
2022-01-26,Xavier,62,Providence,65,Xavier,-3,Big East,Big East
2022-01-26,High Point,63,Radford,58,High Point,5,Big South,Big South
2022-01-26,Marist,62,Saint Peter's,69,Marist,-7,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-01-26,Cal Baptist,68,Sam Houston St.,73,Cal Baptist,-5,Western Athletic,Western Athletic
2022-01-26,Utah St.,75,San Diego St.,57,Utah St.,18,Mountain West,Mountain West
2022-01-26,South Florida,54,SMU,74,South Florida,-20,American Athletic,American Athletic
2022-01-26,George Mason,75,St. Bonaventure,66,George Mason,9,Atlantic 10,Atlantic 10
2022-01-26,Seattle,70,Stephen F. Austin,62,Seattle,8,Western Athletic,Western Athletic
2022-01-26,Lamar,57,Tarleton St.,62,Lamar,-5,Western Athletic,Western Athletic
2022-01-26,LSU,70,Texas A&M,64,LSU,6,Southeastern,Southeastern
2022-01-26,Tulane,97,Tulsa,63,Tulane,34,American Athletic,American Athletic
2022-01-26,Wichita St.,84,UCF,79,Wichita St.,5,American Athletic,American Athletic
2022-01-26,East Tennessee St.,76,UNC Greensboro,80,East Tennessee St.,-4,Southern,Southern
2022-01-26,Washington St.,71,Utah,54,Washington St.,17,Pacific-12,Pacific-12
2022-01-26,South Carolina,70,Vanderbilt,61,South Carolina,9,Southeastern,Southeastern
2022-01-26,Davidson,68,VCU,70,Davidson,-2,Atlantic 10,Atlantic 10
2022-01-26,Stony Brook,67,Vermont,80,Stony Brook,-13,America East,America East
2022-01-26,Furman,79,VMI,64,Furman,15,Southern,Southern
2022-01-26,The Citadel,68,Western Carolina,66,The Citadel,2,Southern,Southern
2022-01-26,USC Upstate,91,Winthrop,95,USC Upstate,-4,Big South,Big South
2022-01-26,Chattanooga,71,Wofford,60,Chattanooga,11,Southern,Southern
2022-01-27,Appalachian St.,61,Arkansas St.,54,Appalachian St.,7,Sun Belt,Sun Belt
2022-01-27,Northern Illinois,67,Ball St.,74,Northern Illinois,-7,Mid-American,Mid-American
2022-01-27,Stetson,47,Bellarmine,72,Stetson,-25,Atlantic Sun,Atlantic Sun
2022-01-27,Austin Peay,67,Belmont,75,Austin Peay,-8,Ohio Valley,Ohio Valley
2022-01-27,Santa Clara,77,BYU,76,Santa Clara,1,West Coast,West Coast
2022-01-27,UC San Diego,55,Cal Poly,59,UC San Diego,-4,Big West,Big West
2022-01-27,UC Irvine,57,Cal St. Bakersfield,52,UC Irvine,5,Big West,Big West
2022-01-27,UC Davis,58,Cal St. Fullerton,74,UC Davis,-16,Big West,Big West
2022-01-27,Hawaii,72,Cal St. Northridge,65,Hawaii,7,Big West,Big West
2022-01-27,UCLA,81,California,57,UCLA,24,Pacific-12,Pacific-12
2022-01-27,North Florida,93,Central Arkansas,74,North Florida,19,Atlantic Sun,Atlantic Sun
2022-01-27,Washington,60,Colorado,58,Washington,2,Pacific-12,Pacific-12
2022-01-27,James Madison,82,Drexel,88,James Madison,-6,Colonial Athletic Association,Colonial Athletic Association
2022-01-27,Memphis,71,East Carolina,54,Memphis,17,American Athletic,American Athletic
2022-01-27,Tennessee Martin,53,Eastern Illinois,58,Tennessee Martin,-5,Ohio Valley,Ohio Valley
2022-01-27,Florida Gulf Coast,77,Eastern Kentucky,73,Florida Gulf Coast,4,Atlantic Sun,Atlantic Sun
2022-01-27,Montana St.,69,Eastern Washington,65,Montana St.,4,Big Sky,Big Sky
2022-01-27,UTSA,73,FIU,66,UTSA,7,Conference USA,NCAA
2022-01-27,UTEP,70,Florida Atlantic,68,UTEP,2,Conference USA,Conference USA
2022-01-27,UNC Asheville,55,Gardner Webb,61,UNC Asheville,-6,Big South,Big South
2022-01-27,Louisiana Monroe,45,Georgia Southern,50,Louisiana Monroe,-5,Sun Belt,Sun Belt
2022-01-27,Louisiana,64,Georgia St.,68,Louisiana,-4,Sun Belt,Sun Belt
2022-01-27,Youngstown St.,63,Green Bay,50,Youngstown St.,13,Horizon League,Horizon League
2022-01-27,Charleston,73,Hofstra,76,Charleston,-3,Colonial Athletic Association,Colonial Athletic Association
2022-01-27,Montana,81,Idaho,62,Montana,19,Big Sky,Big Sky
2022-01-27,Sacramento St.,61,Idaho St.,60,Sacramento St.,1,Big Sky,Big Sky
2022-01-27,Detroit Mercy,80,Illinois Chicago,67,Detroit Mercy,13,Horizon League,Horizon League
2022-01-27,Northwestern St.,79,Incarnate Word,70,Northwestern St.,9,Southland,Southland
2022-01-27,Kennesaw St.,64,Jacksonville St.,70,Kennesaw St.,-6,Atlantic Sun,Atlantic Sun
2022-01-27,Jacksonville,66,Lipscomb,59,Jacksonville,7,Atlantic Sun,Atlantic Sun
2022-01-27,Coastal Carolina,65,Little Rock,49,Coastal Carolina,16,Sun Belt,Sun Belt
2022-01-27,Central Connecticut,65,LIU,62,Central Connecticut,3,Northeast,Northeast
2022-01-27,UC Riverside,62,Long Beach St.,68,UC Riverside,-6,Big West,Big West
2022-01-27,Southern Illinois,39,Loyola Chicago,44,Southern Illinois,-5,Missouri Valley,Missouri Valley
2022-01-27,Gonzaga,89,Loyola Marymount,55,Gonzaga,34,West Coast,West Coast
2022-01-27,Bryant,76,Merrimack,67,Bryant,9,Northeast,Northeast
2022-01-27,Marshall,79,Middle Tennessee,81,Marshall,-2,Conference USA,Conference USA
2022-01-27,Robert Morris,77,Milwaukee,53,Robert Morris,24,Horizon League,Horizon League
2022-01-27,Southeast Missouri St.,73,Morehead St.,74,Southeast Missouri St.,-1,Ohio Valley,Ohio Valley
2022-01-27,Fairleigh Dickinson,56,Mount St. Mary's,67,Fairleigh Dickinson,-11,Northeast,Northeast
2022-01-27,Tennessee Tech,75,Murray St.,80,Tennessee Tech,-5,Ohio Valley,Ohio Valley
2022-01-27,Houston Baptist,66,New Orleans,77,Houston Baptist,-11,Southland,Southland
2022-01-27,McNeese St.,71,Nicholls St.,81,McNeese St.,-10,Southland,Southland
2022-01-27,Liberty,72,North Alabama,53,Liberty,19,Atlantic Sun,Atlantic Sun
2022-01-27,South Dakota St.,96,North Dakota,61,South Dakota St.,35,Summit League,Summit League
2022-01-27,South Dakota,62,North Dakota St.,74,South Dakota,-12,Summit League,Summit League
