date,home,score1,vis,score2,location,score_diff,home_conference,vis_conference
2022-03-03,Eastern Washington,69,Northern Arizona,62,Eastern Washington,7,Big Sky,Big Sky
2022-03-03,Montana,66,Northern Colorado,75,Montana,-9,Big Sky,Big Sky
2022-03-03,Wright St.,75,Oakland,63,Wright St.,12,Horizon League,Horizon League
2022-03-03,Washington,78,Oregon,67,Washington,11,Pacific-12,Pacific-12
2022-03-03,Washington St.,71,Oregon St.,67,Washington St.,4,Pacific-12,Pacific-12
2022-03-03,Loyola Marymount,86,Pacific,66,Loyola Marymount,20,West Coast,West Coast
2022-03-03,Illinois,60,Penn St.,55,Illinois,5,Big Ten,Big Ten
2022-03-03,San Diego,74,Pepperdine,67,San Diego,7,West Coast,West Coast
2022-03-03,Idaho,68,Portland St.,79,Idaho,-11,Big Sky,Big Sky
2022-03-03,Monmouth,75,Quinnipiac,72,Monmouth,3,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-03,UTEP,70,Rice,67,UTEP,3,Conference USA,Conference USA
2022-03-03,Fairfield,65,Rider,59,Fairfield,6,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-03,Cleveland St.,83,Robert Morris,67,Cleveland St.,16,Horizon League,Horizon League
2022-03-03,Montana St.,75,Sacramento St.,69,Montana St.,6,Big Sky,Big Sky
2022-03-03,Niagara,74,Siena,52,Niagara,22,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-03,North Carolina Central,67,South Carolina St.,62,North Carolina Central,5,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-03-03,Alabama St.,77,Southern,67,Alabama St.,10,Southwest Athletic,Southwest Athletic
2022-03-03,Idaho St.,71,Southern Utah,79,Idaho St.,-8,Big Sky,Big Sky
2022-03-03,Arizona,81,Stanford,69,Arizona,12,Pacific-12,Pacific-12
2022-03-03,Sam Houston St.,69,Tarleton St.,50,Sam Houston St.,19,Western Athletic,Western Athletic
2022-03-03,Kansas,72,TCU,68,Kansas,4,Big 12,Big 12
2022-03-03,Houston,84,Temple,46,Houston,38,American Athletic,American Athletic
2022-03-03,Southeast Missouri St.,79,Tennessee St.,55,Southeast Missouri St.,24,Ohio Valley,Ohio Valley
2022-03-03,Morehead St.,73,Tennessee Tech,56,Morehead St.,17,Ohio Valley,Ohio Valley
2022-03-03,Long Beach St.,68,UC Davis,65,Long Beach St.,3,Big West,Big West
2022-03-03,Cal Poly,65,UC Irvine,54,Cal Poly,11,Big West,Big West
2022-03-03,Cal St. Fullerton,72,UC Riverside,75,Cal St. Fullerton,-3,Big West,Big West
2022-03-03,Cal St. Bakersfield,70,UC San Diego,72,Cal St. Bakersfield,-2,Big West,Big West
2022-03-03,Tulane,82,UCF,67,Tulane,15,American Athletic,American Athletic
2022-03-03,Hartford,73,UMass Lowell,83,Hartford,-10,America East,America East
2022-03-03,Louisiana,67,UT Arlington,64,Louisiana,3,Sun Belt,Sun Belt
2022-03-03,Grand Canyon,68,Utah Valley,57,Grand Canyon,11,Western Athletic,Western Athletic
2022-03-04,Western Michigan,63,Ball St.,64,Western Michigan,-1,Mid-American,Mid-American
2022-03-04,Toledo,96,Bowling Green,56,Toledo,40,Mid-American,Mid-American
2022-03-04,Loyola Chicago,66,Bradley,50,Loyola Chicago,16,Missouri Valley,Missouri Valley
2022-03-04,Kent St.,70,Buffalo,65,Kent St.,5,Mid-American,Mid-American
2022-03-04,Gardner Webb,54,Campbell,53,Gardner Webb,1,Big South,Big South
2022-03-04,Akron,57,Central Michigan,56,Akron,1,Mid-American,Mid-American
2022-03-04,USC Upstate,72,Charleston Southern,62,USC Upstate,10,Big South,Big South
2022-03-04,Miami OH,76,Eastern Michigan,63,Miami OH,13,Mid-American,Mid-American
2022-03-04,Winthrop,68,High Point,51,Winthrop,17,Big South,Big South
2022-03-04,Northern Iowa,78,Illinois St.,65,Northern Iowa,13,Missouri Valley,Missouri Valley
2022-03-04,BYU,85,Loyola Marymount,60,BYU,25,West Coast,West Coast
2022-03-04,Belmont,51,Morehead St.,53,Belmont,-2,Ohio Valley,Ohio Valley
2022-03-04,Longwood,79,North Carolina A&T,65,Longwood,14,Big South,Big South
2022-03-04,Northern Illinois,58,Ohio,57,Northern Illinois,1,Mid-American,Mid-American
2022-03-04,St. Bonaventure,72,Richmond,65,St. Bonaventure,7,Atlantic 10,Atlantic 10
2022-03-04,Portland,73,San Diego,55,Portland,18,West Coast,West Coast
2022-03-04,Murray St.,88,Southeast Missouri St.,74,Murray St.,14,Ohio Valley,Ohio Valley
2022-03-04,Drake,65,Southern Illinois,52,Drake,13,Missouri Valley,Missouri Valley
2022-03-04,East Tennessee St.,76,The Citadel,84,East Tennessee St.,-8,Southern,Southern
2022-03-04,San Jose St.,52,Utah St.,75,San Jose St.,-23,Mountain West,Mountain West
2022-03-04,Missouri St.,67,Valparaiso,58,Missouri St.,9,Missouri Valley,Missouri Valley
2022-03-04,Mercer,81,Western Carolina,53,Mercer,28,Southern,Southern
2022-03-05,LSU,80,Alabama,77,LSU,3,Southeastern,Southeastern
2022-03-05,Tennessee,78,Arkansas,74,Tennessee,4,Southeastern,Southeastern
2022-03-05,Alcorn St.,100,Arkansas Pine Bluff,77,Alcorn St.,23,Southwest Athletic,Southwest Athletic
2022-03-05,Georgia St.,65,Arkansas St.,62,Georgia St.,3,Sun Belt,Sun Belt
2022-03-05,Liberty,50,Bellarmine,53,Liberty,-3,Atlantic Sun,Atlantic Sun
2022-03-05,Florida A&M,84,Bethune Cookman,73,Florida A&M,11,Southwest Athletic,Southwest Athletic
2022-03-05,Colorado St.,71,Boise St.,68,Colorado St.,3,Mountain West,Mountain West
2022-03-05,Georgia Tech,82,Boston College,78,Georgia Tech,4,Atlantic Coast,Atlantic Coast
2022-03-05,Yale,74,Brown,65,Yale,9,Ivy League,Ivy League
2022-03-05,San Francisco,75,BYU,63,San Francisco,12,West Coast,West Coast
2022-03-05,Lamar,66,Cal Baptist,78,Lamar,-12,Western Athletic,Western Athletic
2022-03-05,Arizona,89,California,61,Arizona,28,Pacific-12,Pacific-12
2022-03-05,Southern Miss,67,Charlotte,70,Southern Miss,-3,Conference USA,Conference USA
2022-03-05,Seattle,74,Chicago St.,66,Seattle,8,Western Athletic,Western Athletic
2022-03-05,Utah,71,Colorado,84,Utah,-13,Pacific-12,Pacific-12
2022-03-05,Columbia,64,Cornell,78,Columbia,-14,Ivy League,Ivy League
2022-03-05,Harvard,54,Dartmouth,76,Harvard,-22,Ivy League,Ivy League
2022-03-05,Dayton,82,Davidson,76,Dayton,6,Atlantic 10,Atlantic 10
2022-03-05,North Dakota St.,82,Denver,62,North Dakota St.,20,Summit League,Summit League
2022-03-05,Connecticut,75,DePaul,68,Connecticut,7,Big East,Big East
2022-03-05,Grand Canyon,70,Dixie St.,53,Grand Canyon,17,Western Athletic,Western Athletic
2022-03-05,Missouri St.,78,Drake,79,Missouri St.,-1,Missouri Valley,Missouri Valley
2022-03-05,Wichita St.,70,East Carolina,62,Wichita St.,8,American Athletic,American Athletic
2022-03-05,Saint Peter's,57,Fairfield,41,Saint Peter's,16,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-05,Florida Atlantic,84,FIU,76,Florida Atlantic,8,Conference USA,NCAA
2022-03-05,Wyoming,68,Fresno St.,64,Wyoming,4,Mountain West,Mountain West
2022-03-05,Winthrop,76,Gardner Webb,67,Winthrop,9,Big South,Big South
2022-03-05,Fordham,70,George Washington,66,Fordham,4,Atlantic 10,Atlantic 10
2022-03-05,Xavier,97,Georgetown,75,Xavier,22,Big East,Big East
2022-03-05,Missouri,79,Georgia,69,Missouri,10,Southeastern,Southeastern
2022-03-05,Appalachian St.,73,Georgia Southern,60,Appalachian St.,13,Sun Belt,Sun Belt
2022-03-05,Alabama St.,78,Grambling St.,75,Alabama St.,3,Southwest Athletic,Southwest Athletic
2022-03-05,Cal St. Northridge,62,Hawaii,84,Cal St. Northridge,-22,Big West,Big West
2022-03-05,Purdue,69,Indiana,67,Purdue,2,Big Ten,Big Ten
2022-03-05,Baylor,75,Iowa St.,68,Baylor,7,Big 12,Big 12
2022-03-05,Jacksonville St.,51,Jacksonville,54,Jacksonville St.,-3,Atlantic Sun,Atlantic Sun
2022-03-05,Florida,63,Kentucky,71,Florida,-8,Southeastern,Southeastern
2022-03-05,Duquesne,76,La Salle,85,Duquesne,-9,Atlantic 10,Atlantic 10
2022-03-05,Troy,69,Little Rock,62,Troy,7,Sun Belt,Sun Belt
2022-03-05,Wagner,82,LIU,62,Wagner,20,Northeast,Northeast
2022-03-05,Texas St.,72,Louisiana,79,Texas St.,-7,Sun Belt,Sun Belt
2022-03-05,UAB,87,Louisiana Tech,74,UAB,13,Conference USA,Conference USA
2022-03-05,Northern Iowa,43,Loyola Chicago,66,Northern Iowa,-23,Missouri Valley,Missouri Valley
2022-03-05,Niagara,83,Marist,52,Niagara,31,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-05,Western Kentucky,78,Marshall,69,Western Kentucky,9,Conference USA,Conference USA
2022-03-05,George Mason,80,Massachusetts,83,George Mason,-3,Atlantic 10,Atlantic 10
2022-03-05,Houston Baptist,149,McNeese St.,144,Houston Baptist,5,Southland,Southland
2022-03-05,Furman,80,Mercer,66,Furman,14,Southern,Southern
2022-03-05,Syracuse,72,Miami FL,75,Syracuse,-3,Atlantic Coast,Atlantic Coast
2022-03-05,Old Dominion,68,Middle Tennessee,64,Old Dominion,4,Conference USA,Conference USA
2022-03-05,Texas A&M,67,Mississippi St.,64,Texas A&M,3,Southeastern,Southeastern
2022-03-05,Jackson St.,76,Mississippi Valley St.,69,Jackson St.,7,Southwest Athletic,Southwest Athletic
2022-03-05,Rider,74,Monmouth,65,Rider,9,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-05,Murray St.,71,Morehead St.,67,Murray St.,4,Ohio Valley,Ohio Valley
2022-03-05,Bryant,70,Mount St. Mary's,69,Bryant,1,Northeast,Northeast
2022-03-05,Florida St.,89,N.C. State,76,Florida St.,13,Atlantic Coast,Big Sky
2022-03-05,South Dakota St.,87,Nebraska Omaha,79,South Dakota St.,8,Summit League,Summit League
2022-03-05,Nicholls St.,92,New Orleans,85,Nicholls St.,7,Southland,Southland
2022-03-05,Duke,81,North Carolina,94,Duke,-13,Atlantic Coast,Atlantic Coast
2022-03-05,UTEP,70,North Texas,68,UTEP,2,Conference USA,Conference USA
2022-03-05,William & Mary,63,Northeastern,68,William & Mary,-5,Colonial Athletic Association,Colonial Athletic Association
2022-03-05,Idaho,78,Northern Arizona,69,Idaho,9,Big Sky,Big Sky
2022-03-05,Montana St.,87,Northern Colorado,85,Montana St.,2,Big Sky,Big Sky
2022-03-05,Kansas St.,71,Oklahoma,78,Kansas St.,-7,Big 12,Big 12
2022-03-05,Washington St.,94,Oregon,74,Washington St.,20,Pacific-12,Pacific-12
2022-03-05,Washington,78,Oregon St.,67,Washington,11,Pacific-12,Pacific-12
2022-03-05,Notre Dame,78,Pittsburgh,54,Notre Dame,24,Atlantic Coast,Atlantic Coast
2022-03-05,Santa Clara,91,Portland,67,Santa Clara,24,West Coast,West Coast
2022-03-05,Eastern Washington,83,Portland St.,75,Eastern Washington,8,Big Sky,Big Sky
2022-03-05,Texas Southern,78,Prairie View A&M,77,Texas Southern,1,Southwest Athletic,Southwest Athletic
2022-03-05,Penn,70,Princeton,93,Penn,-23,Ivy League,Ivy League
2022-03-05,Iona,79,Quinnipiac,61,Iona,18,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-05,Saint Joseph's,70,Rhode Island,60,Saint Joseph's,10,Atlantic 10,Atlantic 10
2022-03-05,UTSA,82,Rice,71,UTSA,11,Conference USA,Conference USA
2022-03-05,Montana,71,Sacramento St.,72,Montana,-1,Big Sky,Big Sky
2022-03-05,Nevada,78,San Diego St.,79,Nevada,-1,Mountain West,Mountain West
2022-03-05,Creighton,60,Seton Hall,65,Creighton,-5,Big East,Big East
2022-03-05,Canisius,67,Siena,64,Canisius,3,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-05,Auburn,82,South Carolina,71,Auburn,11,Southeastern,Southeastern
2022-03-05,Northwestern St.,80,Southeastern Louisiana,85,Northwestern St.,-5,Southland,Southland
2022-03-05,Alabama A&M,49,Southern,50,Alabama A&M,-1,Southwest Athletic,Southwest Athletic
2022-03-05,Weber St.,70,Southern Utah,80,Weber St.,-10,Big Sky,Big Sky
2022-03-05,Marquette,85,St. John's,77,Marquette,8,Big East,Big East
2022-03-05,Arizona St.,65,Stanford,56,Arizona St.,9,Pacific-12,Pacific-12
2022-03-05,UT Rio Grande Valley,63,Stephen F. Austin,93,UT Rio Grande Valley,-30,Western Athletic,Western Athletic
2022-03-05,Abilene Christian,61,Tarleton St.,56,Abilene Christian,5,Western Athletic,Western Athletic
2022-03-05,West Virginia,70,TCU,64,West Virginia,6,Big 12,Big 12
2022-03-05,Kansas,70,Texas,63,Kansas,7,Big 12,Big 12
2022-03-05,Incarnate Word,68,Texas A&M Corpus Chris,77,Incarnate Word,-9,Southland,Southland
2022-03-05,Oklahoma St.,52,Texas Tech,51,Oklahoma St.,1,Big 12,Big 12
2022-03-05,Chattanooga,71,The Citadel,66,Chattanooga,5,Southern,Southern
2022-03-05,Cal St. Fullerton,62,UC Davis,59,Cal St. Fullerton,3,Big West,Big West
2022-03-05,Cal St. Bakersfield,61,UC Irvine,66,Cal St. Bakersfield,-5,Big West,Big West
2022-03-05,Long Beach St.,73,UC Riverside,72,Long Beach St.,1,Big West,Big West
2022-03-05,Cal Poly,80,UC San Diego,76,Cal Poly,4,Big West,Big West
2022-03-05,Samford,66,UNC Greensboro,64,Samford,2,Southern,Southern
2022-03-05,New Mexico,76,UNLV,67,New Mexico,9,Mountain West,Mountain West
2022-03-05,UCLA,75,USC,68,UCLA,7,Pacific-12,Pacific-12
2022-03-05,Longwood,79,USC Upstate,70,Longwood,9,Big South,Big South
2022-03-05,New Mexico St.,62,Utah Valley,46,New Mexico St.,16,Western Athletic,Western Athletic
2022-03-05,Mississippi,61,Vanderbilt,63,Mississippi,-2,Southeastern,Southeastern
2022-03-05,Saint Louis,69,VCU,65,Saint Louis,4,Atlantic 10,Atlantic 10
2022-03-05,Butler,59,Villanova,78,Butler,-19,Big East,Big East
2022-03-05,Louisville,61,Virginia,71,Louisville,-10,Atlantic Coast,Atlantic Coast
2022-03-05,Clemson,63,Virginia Tech,59,Clemson,4,Atlantic Coast,Atlantic Coast
2022-03-05,Wofford,68,VMI,66,Wofford,2,Southern,Southern
2022-03-06,Hartford,61,Albany,49,Hartford,12,America East,America East
2022-03-06,New Hampshire,69,Binghamton,72,New Hampshire,-3,America East,America East
2022-03-06,Navy,85,Boston University,80,Navy,5,Patriot League,Patriot League
2022-03-06,Hofstra,76,Charleston,92,Hofstra,-16,Colonial Athletic Association,Colonial Athletic Association
2022-03-06,Drexel,56,Delaware,66,Drexel,-10,Colonial Athletic Association,Colonial Athletic Association
2022-03-06,UNC Wilmington,75,Elon,58,UNC Wilmington,17,Colonial Athletic Association,Colonial Athletic Association
2022-03-06,Appalachian St.,66,Georgia St.,71,Appalachian St.,-5,Sun Belt,Sun Belt
2022-03-06,Memphis,75,Houston,61,Memphis,14,American Athletic,American Athletic
2022-03-06,Illinois,74,Iowa,72,Illinois,2,Big Ten,Big Ten
2022-03-06,Colgate,81,Lehigh,61,Colgate,20,Patriot League,Patriot League
2022-03-06,Troy,57,Louisiana,66,Troy,-9,Sun Belt,Sun Belt
2022-03-06,Drake,58,Loyola Chicago,64,Drake,-6,Missouri Valley,Missouri Valley
2022-03-06,Michigan St.,77,Maryland,67,Michigan St.,10,Big Ten,Big Ten
2022-03-06,Ohio St.,69,Michigan,75,Ohio St.,-6,Big Ten,Big Ten
2022-03-06,Northwestern,75,Minnesota,62,Northwestern,13,Big Ten,Big Ten
2022-03-06,Wisconsin,73,Nebraska,74,Wisconsin,-1,Big Ten,Big Ten
2022-03-06,Vermont,98,NJIT,59,Vermont,39,America East,America East
2022-03-06,Towson,68,Northeastern,61,Towson,7,Colonial Athletic Association,Colonial Athletic Association
2022-03-06,Rutgers,59,Penn St.,58,Rutgers,1,Big Ten,Big Ten
2022-03-06,Furman,71,Samford,68,Furman,3,Southern,Southern
2022-03-06,UMKC,61,South Dakota,74,UMKC,-13,Western Athletic,Summit League
2022-03-06,Temple,75,South Florida,47,Temple,28,American Athletic,American Athletic
2022-03-06,SMU,74,Tulane,68,SMU,6,American Athletic,American Athletic
2022-03-06,Tulsa,73,UCF,72,Tulsa,1,American Athletic,American Athletic
2022-03-06,UMBC,93,UMass Lowell,85,UMBC,8,America East,America East
2022-03-06,Oral Roberts,80,Western Illinois,68,Oral Roberts,12,Summit League,Summit League
2022-03-06,Longwood,79,Winthrop,58,Longwood,21,Big South,Big South
2022-03-06,Chattanooga,79,Wofford,56,Chattanooga,23,Southern,Southern
2022-03-07,UNC Wilmington,60,Charleston,57,UNC Wilmington,3,Colonial Athletic Association,Colonial Athletic Association
2022-03-07,Towson,56,Delaware,69,Towson,-13,Colonial Athletic Association,Colonial Athletic Association
2022-03-07,Chattanooga,64,Furman,63,Chattanooga,1,Southern,Southern
2022-03-07,Georgia St.,80,Louisiana,71,Georgia St.,9,Sun Belt,Sun Belt
2022-03-07,Purdue Fort Wayne,43,Northern Kentucky,57,Purdue Fort Wayne,-14,Horizon League,Horizon League
2022-03-07,North Dakota St.,92,Oral Roberts,72,North Dakota St.,20,Summit League,Summit League
2022-03-07,Gonzaga,81,San Francisco,71,Gonzaga,10,West Coast,West Coast
2022-03-07,Saint Mary's,75,Santa Clara,72,Saint Mary's,3,West Coast,West Coast
2022-03-07,South Dakota St.,83,South Dakota,60,South Dakota St.,23,Summit League,Summit League
2022-03-07,Cleveland St.,67,Wright St.,82,Cleveland St.,-15,Horizon League,Horizon League
2022-03-08,Pittsburgh,46,Boston College,66,Pittsburgh,-20,Atlantic Coast,Atlantic Coast
2022-03-08,UC Davis,63,Cal Poly,53,UC Davis,10,Big West,Big West
2022-03-08,Cal St. Northridge,45,Cal St. Bakersfield,58,Cal St. Northridge,-13,Big West,Big West
2022-03-08,Fairfield,72,Canisius,50,Fairfield,22,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-08,Utah Valley,69,Chicago St.,47,Utah Valley,22,Western Athletic,Western Athletic
2022-03-08,UNC Wilmington,55,Delaware,59,UNC Wilmington,-4,Colonial Athletic Association,Colonial Athletic Association
2022-03-08,Louisville,84,Georgia Tech,74,Louisville,10,Atlantic Coast,Atlantic Coast
2022-03-08,Bellarmine,77,Jacksonville,72,Bellarmine,5,Atlantic Sun,Atlantic Sun
2022-03-08,FIU,62,Marshall,74,FIU,-12,NCAA,Conference USA
2022-03-08,Clemson,70,N.C. State,64,Clemson,6,Atlantic Coast,Big Sky
2022-03-08,South Dakota St.,75,North Dakota St.,69,South Dakota St.,6,Summit League,Summit League
2022-03-08,Marist,52,Quinnipiac,77,Marist,-25,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-08,Manhattan,67,Rider,79,Manhattan,-12,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-08,Gonzaga,82,Saint Mary's,69,Gonzaga,13,West Coast,West Coast
2022-03-08,UTSA,64,Southern Miss,67,UTSA,-3,Conference USA,Conference USA
2022-03-08,Cal Baptist,81,UT Rio Grande Valley,80,Cal Baptist,1,Western Athletic,Western Athletic
2022-03-08,Bryant,70,Wagner,43,Bryant,27,Northeast,Northeast
2022-03-08,Northern Kentucky,71,Wright St.,72,Northern Kentucky,-1,Horizon League,Horizon League
2022-03-09,Utah St.,83,Air Force,56,Utah St.,27,Mountain West,Mountain West
2022-03-09,Vermont,74,Binghamton,42,Vermont,32,America East,America East
2022-03-09,Wake Forest,77,Boston College,82,Wake Forest,-5,Atlantic Coast,Atlantic Coast
2022-03-09,Xavier,82,Butler,89,Xavier,-7,Big East,Big East
2022-03-09,Sam Houston St.,65,Cal Baptist,35,Sam Houston St.,30,Western Athletic,Western Athletic
2022-03-09,Washington St.,66,California,59,Washington St.,7,Pacific-12,Pacific-12
2022-03-09,Virginia Tech,76,Clemson,75,Virginia Tech,1,Atlantic Coast,Atlantic Coast
2022-03-09,Howard,57,Coppin St.,59,Howard,-2,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-03-09,Norfolk St.,74,Delaware St.,66,Norfolk St.,8,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-03-09,St. John's,92,DePaul,73,St. John's,19,Big East,Big East
2022-03-09,Rhode Island,79,Duquesne,77,Rhode Island,2,Atlantic 10,Atlantic 10
2022-03-09,Saint Peter's,77,Fairfield,63,Saint Peter's,14,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-09,Seton Hall,57,Georgetown,53,Seton Hall,4,Big East,Big East
2022-03-09,Vanderbilt,86,Georgia,51,Vanderbilt,35,Southeastern,Southeastern
2022-03-09,UMBC,80,Hartford,60,UMBC,20,America East,America East
2022-03-09,Sacramento St.,57,Idaho,54,Sacramento St.,3,Big Sky,Big Sky
2022-03-09,Portland St.,66,Idaho St.,52,Portland St.,14,Big Sky,Big Sky
2022-03-09,Houston Baptist,74,Incarnate Word,64,Houston Baptist,10,Southland,Southland
2022-03-09,Texas Southern,54,Jackson St.,50,Texas Southern,4,Southwest Athletic,Southwest Athletic
2022-03-09,Virginia,51,Louisville,50,Virginia,1,Atlantic Coast,Atlantic Coast
2022-03-09,Louisiana Tech,77,Marshall,67,Louisiana Tech,10,Conference USA,Conference USA
2022-03-09,Northwestern St.,67,McNeese St.,80,Northwestern St.,-13,Southland,Southland
2022-03-09,Penn St.,60,Minnesota,51,Penn St.,9,Big Ten,Big Ten
2022-03-09,Missouri,72,Mississippi,60,Missouri,12,Southeastern,Southeastern
2022-03-09,Colgate,74,Navy,58,Colgate,16,Patriot League,Patriot League
2022-03-09,Northwestern,71,Nebraska,69,Northwestern,2,Big Ten,Big Ten
2022-03-09,Nevada,79,New Mexico,72,Nevada,7,Mountain West,Mountain West
2022-03-09,Eastern Washington,78,Northern Arizona,75,Eastern Washington,3,Big Sky,Big Sky
2022-03-09,UTEP,74,Old Dominion,64,UTEP,10,Conference USA,Conference USA
2022-03-09,Oregon,86,Oregon St.,72,Oregon,14,Pacific-12,Pacific-12
2022-03-09,Alcorn St.,64,Prairie View A&M,63,Alcorn St.,1,Southwest Athletic,Southwest Athletic
2022-03-09,Charlotte,61,Rice,73,Charlotte,-12,Conference USA,Conference USA
2022-03-09,Iona,70,Rider,71,Iona,-1,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-09,La Salle,63,Saint Joseph's,56,La Salle,7,Atlantic 10,Atlantic 10
2022-03-09,Fresno St.,69,San Jose St.,67,Fresno St.,2,Mountain West,Mountain West
2022-03-09,Florida Atlantic,86,Southern Miss,59,Florida Atlantic,27,Conference USA,Conference USA
2022-03-09,Arizona St.,70,Stanford,71,Arizona St.,-1,Pacific-12,Pacific-12
2022-03-09,Florida St.,57,Syracuse,96,Florida St.,-39,Atlantic Coast,Atlantic Coast
2022-03-09,Washington,82,Utah,70,Washington,12,Pacific-12,Pacific-12
2022-03-09,Abilene Christian,82,Utah Valley,74,Abilene Christian,8,Western Athletic,Western Athletic
2022-03-09,Kansas St.,67,West Virginia,73,Kansas St.,-6,Big 12,Big 12
2022-03-10,Stephen F. Austin,62,Abilene Christian,76,Stephen F. Austin,-14,Western Athletic,Western Athletic
